site,ENVIRONMENT,SOCIOECONOMIC,CHRONOLOGY,USI,elevation,species,part,sex,age,carbon,oxygen,nitrogen
Nazar-2 k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23665,,human,,male,young adult,-18.7,,13.9
Karashoky-6 k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23668,,human,,male,young adult,-17.7,,15.1
Akbeit k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23672,,human,,male,old adult,-15.7,,16.2
Kyzylshilik k-2,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-24916,,human,,male,young adult,-18.2,,13.1
"37 warriors"" k11",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-24918,,human,,male,middle adult,-18.4,,15.5
Begazy k-7,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-25473,,human,,male,young adult,-18.1,,10.7
Nurken-2 k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28343,,human,,male,middle adult,-17.3,,14.5
Bektauata k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-28345,,human,,male,middle adult,-17.2,,16.6
Kabakshi k-9,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39737,,human,,,,-21,,7.8
Tortui-3 k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39747,,human,,,,-17.7,,14
Tortui-8,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39748,,human,,,,-17.9,,13.2
Koishoky-5 k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-29749,,human,,,,-17.1,,16.8
Karashoky k-1,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23674,,human,,,,-16,,16.9
Tagybaybulak ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-23677,,ovicaprid,,,,-19.1,,8.5
Kyzylshilik,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-24915,,horse,,,,-19.9,,6.9
Sarybuirat ,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-25472,,ovicaprid,,,,-19.6,,13.4
Abylai,A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39743,,,,,,-19.2,,8.5
"Koishoky-5, k. 1",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39751,,,,,,-18,,11.3
"Koishoky-5, k. 1,",A - SEMI-ARID STEPPE,NOMADIC?,IRON AGE,UBA-39752,,ovicaprid,,,,-18.2,,10.2
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 1.00,3000,human,,female,middle adult,-17.7,,12.9
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 2.00,3000,human,,male,middle adult,-17.9,,12.2
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 3.00,3000,human,,male,middle adult,-18.2,,12.8
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 4.00,3000,human,,female,middle adult,-18.8,,12.4
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 5.00,3000,human,,male,middle adult,-18,,13.4
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 6.00,3000,human,,male,middle adult,-18.6,,12.9
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 7.00,3000,human,,,middle adult,-18.6,,11.9
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 8.00,3000,human,,female,middle adult,-18.4,,14.5
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 9.00,3000,human,,female,middle adult,-18.1,,12.2
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 10.00,3000,human,,female,middle adult,-18.9,,12.8
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 11.00,3000,human,,female,middle adult,-18.5,,11.8
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 12.00,3000,human,,male,middle adult,-18.9,,10.4
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 13.00,3000,human,,female,middle adult,-15.2,,10.9
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 14.00,3000,human,,female,middle adult,-18.1,,12.1
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 15.00,3000,human,,male,middle adult,-19,,9.8
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 16.00,3000,human,,female,middle adult,-18.8,,11.7
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 17.00,3000,human,,male,middle adult,-18.5,,12.5
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 18.00,3000,human,,male,middle adult,-17,,12.1
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 19.00,3000,human,,male,middle adult,-18.7,,11.7
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 20.00,3000,human,,male,middle adult,-18.1,,14.5
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 21.00,3000,human,,female,middle adult,-18.7,,12.5
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 22.00,3000,human,,male,middle adult,-17.8,,12
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 23.00,3000,human,,female,middle adult,-17.8,,12.3
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 24.00,3000,human,,male,middle adult,-18,,12.8
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 25.00,3000,human,,male,middle adult,17.7,,13
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 26.00,3000,human,,male,middle adult,-18.5,,11.9
Xiabandi ,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,-XBD 27.00,3000,human,,female,middle adult,-18.6,,11.6
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L 3063,,human,tooth,,child,,-6.6,
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L 3087,,human,tooth,,child,,-6.6,
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L 3092,,human,tooth,,young adult,,-7.6,
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L 3141,,human,tooth,female,middle adult,,-7.1,
Lisakovsk,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,L 3156,,human,tooth,,child,,-7.8,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3500,,human,tooth,,young adult,,-7.1,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3505,,human,tooth,female,young adult,,-7.5,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3506,,human,tooth,female,young adult,,-7.8,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3509,,human,tooth,,adolescent,,-7.7,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3513,,human,tooth,female,young adult,,-6.8,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3529,,human,tooth,,adolescent,,-7.6,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3536,,human,tooth,,young adult,,-4.3,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3539,,human,tooth,,child,,-6.2,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3545,,human,tooth,male,young adult,,-6.9,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3559,,human,tooth,,child,,-5.8,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3562,,human,tooth,female,young adult,,-6.2,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3570,,human,tooth,,young adult,,-5.1,
Bestamak,B - FOREST STEPPE,NOMADIC?,BRONZE AGE,B 3572,,human,tooth,,child,,-5.9,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0001,,cattle,,,,-19.05,,8.05
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0002,,caprine,,,,-11.63,,8.55
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0003,,cattle,,,,-18.4,,6.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0005,,caprine,,,,-13.08,,9.39
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0006,,caprine,,,,-19.43,,7.03
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0007,,caprine,,,,-16.65,,7.48
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0008,,caprine,,,,-17.35,,7.93
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0009,,caprine,,,,-15.63,,7.64
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0010,,caprine,,,,-17.8,,6.24
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0011,,cattle,,,,-17.56,,8.16
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0012,,caprine,,,,-17.94,,6.89
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0013,,caprine,,,,-16.81,,8.58
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0014,,caprine,,,,-14.88,,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0016,,cattle,,,,-18.18,,7.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0017,,caprine,,,,-12,,10.42
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0018,,cattle,,,,-19.4,,7.9
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0019,,caprine,,,,-19.17,,5.55
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0020,,cattle,,,,-18.93,,4.45
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0021,,caprine,,,,-18.39,,5.01
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0022,,cattle,,,,-18.49,,6.15
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0023,,caprine,,,,-16,,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0024,,cattle,,,,-18.62,,7.38
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0025,,caprine,,,,-18.55,,5.45
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0027,,caprine,,,,-17.74,,6.62
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0029,,caprine,,,,-12.37,,13.3
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0031,,caprine,,,,-17.61,,7.25
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0032,,cattle,,,,-18.86,,7.48
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0033,,caprine,,,,-17.89,,6.71
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0034,,cattle,,,,-17.7,,8.91
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0035,,red deer,,,,-19.67,,5.57
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0036,,red deer,,,,-18.77,,6.76
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0037,,caprine,,,,-16.67,,7.03
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0038,,cattle,,,,-18.24,,8.09
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0040,,caprine,,,,-17.95,,9.03
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0041,,caprine,,,,-18.47,,5.52
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,pre-BRONZE AGE,BG0041a,,caprine,,,,-19.26,,8.51
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0042,,cattle,,,,-16.83,,8.94
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0043,,red deer,,,,-17.97,,5.85
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0044,,cattle,,,,-19.4,,7.39
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0045,,caprine,,,,-15.08,,8.79
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0048,,caprine,,,,-18.37,,7.83
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0049,,caprine,,,,-19.05,,6.43
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0052,,cattle,,,,-19.62,,6.02
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0053,,caprine,,,,-15.26,,10.15
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0054,,cattle,,,,-16.47,,7.61
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0055,,caprine,,,,-19.31,,6.47
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0056,,red deer,,,,-18.47,,6.48
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0057,,cattle,,,,-18.94,,7.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0058,,cattle,,,,-19.09,,7.1
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0060,,caprine,,,,-18.94,,10.65
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0063,,red deer,,,,-20.08,,3.84
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0064,,red deer,,,,-18.63,,5.99
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0066,,caprine,,,,-17.68,,7.51
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0067,,red deer,,,,-18.19,,4.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0068,,cattle,,,,-17.6,,7.86
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0069,,caprine,,,,-18.42,,7.15
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0070,,cattle,,,,-18.55,,4.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0071,,cattle,,,,-18.77,,6.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0073,,caprine,,,,-18.43,,4.72
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0074,,cattle,,,,-19.57,,6.37
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0075,,caprine,,,,-18.85,,7.58
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0076,,caprine,,,,-17.69,,6.24
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0077,,caprine,,,,-16.34,,8.41
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0078,,caprine,,,,-17.87,,8.53
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0079,,red deer,,,,-19.12,,6.93
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0080,,cattle,,,,-18.31,,6.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0082,,caprine,,,,-17.52,,6.67
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0083,,caprine,,,,-19.25,,4.67
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0084,,caprine,,,,-15.19,,7.99
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0085,,caprine,,,,-17,,8.7
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0086,,red deer,,,,-18.26,,6.98
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0087,,cattle,,,,-19.23,,6.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0088,,cattle,,,,-18.78,,8.7
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0089,,caprine,,,,-18.84,,7.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0090,,caprine,,,,-16.25,,8.78
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0094,,cattle,,,,-19.18,,7.15
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0095,,caprine,,,,-18.77,,6.37
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0096,,caprine,,,,-18.88,,6.61
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0097,,caprine,,,,-18.65,,7.84
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0098,,caprine,,,,-18.5,,6.21
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0099,,caprine,,,,-19.06,,7.12
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0100,,caprine,,,,-18.12,,5.68
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0101,,cattle,,,,-18.15,,7.19
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0102,,cattle,,,,-18.21,,7.42
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0103,,red deer,,,,-19.25,,7.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0104,,cattle,,,,-16.99,,9.23
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0105,,caprine,,,,-17.58,,8.07
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0107,,caprine,,,,-15.49,,8.45
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0108,,caprine,,,,-18.34,,7.28
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0109,,cattle,,,,-19.66,,6.37
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0110,,caprine,,,,-19.28,,10.07
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0112,,caprine,,,,-18.37,,7.42
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0113,,caprine,,,,-17.51,,6.27
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0114,,caprine,,,,-18.48,,6.35
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0115,,cattle,,,,-18.38,,6.64
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0116,,caprine,,,,-18.46,,6.69
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0117,,ibex,,,,-18.9,,6.85
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0118,,caprine,,,,-19.35,,9.59
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0119,,caprine,,,,-19.19,,5.99
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0120,,cattle,,,,-18.86,,6.53
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0121,,caprine,,,,-19.17,,6.79
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0124,,cattle,,,,-19.89,,6.87
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0127,,caprine,,,,-19.15,,7.85
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0128,,caprine,,,,-18.08,,7.46
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0129,,cattle,,,,-18.39,,8.15
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0130,,cattle,,,,-18.74,,8.58
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0131,,caprine,,,,-18.42,,7.44
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0133,,caprine,,,,-18.77,,7.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0134,,cattle,,,,-17.67,,10.39
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0135,,caprine,,,,-18.38,,7.92
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0136,,cattle,,,,-18.88,,6.57
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0138,,caprine,,,,-16.54,,7.23
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0140,,cattle,,,,-17.43,,10.12
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0142,,cattle,,,,-19.37,,6.61
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0143,,caprine,,,,-17.73,,6.61
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0144,,caprine,,,,-17.9,,7.01
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0145,,caprine,,,,-18.76,,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0146,,cattle,,,,-18.8,,6.29
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0147,,caprine,,,,-19.22,,8.2
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0149,,caprine,,,,-17.69,,7.91
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0150,,caprine,,,,-18.92,,7.25
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0151,,cattle,,,,-17.15,,7.94
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0152,,red deer,,,,-18.58,,5.06
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0153,,red deer,,,,-18.8,,7.78
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0154,,caprine,,,,-17.77,,6.6
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0155,,cattle,,,,-19.1,,7.38
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0156,,cattle,,,,-17.86,,9.33
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0157,,caprine,,,,-18.66,,6.27
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0159,,cattle,,,,-19.03,,
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0160,,cattle,,,,-16.41,,8.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0161,,caprine,,,,-18.58,,7.8
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0163,,caprine,,,,-17.46,,6.54
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0164,,caprine,,,,-17.87,,6.95
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0165,,red deer,,,,-19.41,,5.95
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0167,,cattle,,,,-19.28,,9.48
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0168,,caprine,,,,-18.83,,6.13
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0170,,caprine,,,,-17.6,,9.36
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0172,,cattle,,,,-19.47,,6.47
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0173,,caprine,,,,-17.87,,9.25
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0175,,caprine,,,,-18.96,,7.81
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0176,,wild sheep,,,,-18.47,,6.63
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0177,,cattle,,,,-19.59,,10.3
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0178,,caprine,,,,-19.34,,7.31
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0181,,caprine,,,,-18.63,,8.38
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0182,,cattle,,,,-17.4,,9.94
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0183,,caprine,,,,-18.76,,7.66
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0184,,caprine,,,,-18.33,,8.03
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0185,,caprine,,,,-18.44,,7.46
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0186,,caprine,,,,-19.06,,6.52
Begash,E - ARID/MOUNTAIN STEPPE,NOMADIC,BRONZE AGE,BG0187,,cattle,,,,-17.98,,8.51
